
                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 1 of 20

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 180.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Table 9.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 9.Utilization                         .17293     (Insuf)    .00000     1.0000     .00000    
Barista.NumberBusy                          .61330     (Insuf)    .00000     1.0000     1.0000    
Barista.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Barista.Utilization                         .61330     (Insuf)    .00000     1.0000     1.0000    
Table 20.NumberBusy                         .32257     (Insuf)    .00000     1.0000     1.0000    
Table 20.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 20.Utilization                        .32257     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberBusy                         .16556     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 21.Utilization                        .16556     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberBusy                         .25380     (Insuf)    .00000     1.0000     .00000    
Table 22.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 22.Utilization                        .25380     (Insuf)    .00000     1.0000     .00000    
Table 23.NumberBusy                         .34239     (Insuf)    .00000     1.0000     .00000    
Table 23.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 23.Utilization                        .34239     (Insuf)    .00000     1.0000     .00000    
Table 24.NumberBusy                         .61041     (Insuf)    .00000     1.0000     .00000    
Table 24.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 24.Utilization                        .61041     (Insuf)    .00000     1.0000     .00000    
Table 25.NumberBusy                         .51857     (Insuf)    .00000     1.0000     .00000    
Table 25.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 25.Utilization                        .51857     (Insuf)    .00000     1.0000     .00000    
Table 26.NumberBusy                         .46426     (Insuf)    .00000     1.0000     1.0000    
Table 26.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 26.Utilization                        .46426     (Insuf)    .00000     1.0000     1.0000    
Table 27.NumberBusy                         .47756     (Insuf)    .00000     1.0000     1.0000    
Table 27.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 27.Utilization                        .47756     (Insuf)    .00000     1.0000     1.0000    
Table 28.NumberBusy                         .26730     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 28.Utilization                        .26730     (Insuf)    .00000     1.0000     .00000    
Table 29.NumberBusy                         .37718     (Insuf)    .00000     1.0000     1.0000    
Table 29.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 29.Utilization                        .37718     (Insuf)    .00000     1.0000     1.0000    
Table 30.NumberBusy                         .29939     (Insuf)    .00000     1.0000     .00000    
Table 30.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 30.Utilization                        .29939     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberBusy                         .48691     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 31.Utilization                        .48691     (Insuf)    .00000     1.0000     .00000    
Table 32.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 32.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 32.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 33.NumberBusy                         .28162     (Insuf)    .00000     1.0000     .00000    
Table 33.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 33.Utilization                        .28162     (Insuf)    .00000     1.0000     .00000    
Table 34.NumberBusy                         .38779     (Insuf)    .00000     1.0000     .00000    
Table 34.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 34.Utilization                        .38779     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberBusy                         .17299     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 35.Utilization                        .17299     (Insuf)    .00000     1.0000     .00000    
Table 36.NumberBusy                         .34944     (Insuf)    .00000     1.0000     1.0000    
Table 36.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 36.Utilization                        .34944     (Insuf)    .00000     1.0000     1.0000    
Table 37.NumberBusy                         .09058     (Insuf)    .00000     1.0000     .00000    
Table 37.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 37.Utilization                        .09058     (Insuf)    .00000     1.0000     .00000    
Table 38.NumberBusy                         .34035     (Insuf)    .00000     1.0000     .00000    
Table 38.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 38.Utilization                        .34035     (Insuf)    .00000     1.0000     .00000    
Table 39.NumberBusy                         .28120     (Insuf)    .00000     1.0000     .00000    
Table 39.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 39.Utilization                        .28120     (Insuf)    .00000     1.0000     .00000    
Table 40.NumberBusy                         .16073     (Insuf)    .00000     1.0000     1.0000    
Table 40.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 40.Utilization                        .16073     (Insuf)    .00000     1.0000     1.0000    
Table 41.NumberBusy                         .09930     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 41.Utilization                        .09930     (Insuf)    .00000     1.0000     .00000    
Table 42.NumberBusy                         .13070     (Insuf)    .00000     1.0000     1.0000    
Table 42.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 42.Utilization                        .13070     (Insuf)    .00000     1.0000     1.0000    
Table 43.NumberBusy                         .22945     (Insuf)    .00000     1.0000     1.0000    
Table 43.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 43.Utilization                        .22945     (Insuf)    .00000     1.0000     1.0000    
